Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/19/2022,"$25,000.00",Address on File,105
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/14/2022,"$33,500.00",Address on File,105
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/14/2022,"$15,000.00",Address on File,105
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,$64.51,Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,"$33,449.25",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/27/2022,$933.48,Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$1,134.99",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$40,515.75",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$40,515.75",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$29,333.40",Address on File,105
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/12/2022,"$75,000.00",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$7,924.90",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$1,110.79",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$19,664.90",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$13,102.36",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$41,995.85",Address on File,105
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/15/2022,"$70,179.82",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$14,877.14",Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,$221.65,Address on File,105
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$77,749.69",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$1,888.60",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/20/2022,$11.05,Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$5,348.08",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$9,401.79",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$7,921.65",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$25,551.48",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,$410.62,Address on File,106
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/8/2022,"$3,401.75",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,"$3,565.39",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/30/2022,$834.08,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/1/2022,$6.36,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/2/2022,$834.00,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/5/2022,"$5,000.08",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/11/2022,$336.00,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/12/2022,$109.08,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/13/2022,"$1,200.00",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/1/2022,$12.10,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/25/2022,$75.00,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/29/2022,$56.56,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/29/2022,$74.00,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,"$2,000.00",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,$15.76,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,"$1,000.00",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,$120.00,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,$668.08,Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,"$3,322.17",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,"$2,005.01",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/3/2022,"$3,322.17",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/4/2022,"$6,697.51",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/4/2022,"$4,334.01",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/4/2022,"$3,322.17",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/5/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/7/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/7/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$6,713.50",Address on File,106
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$3,023.07",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$32,180.43",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/18/2022,"$4,282.40",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$6,968.71",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/30/2022,"$11,428.47",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$21,895.33",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$10,751.12",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$6,229.60",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,"$3,320.30",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$34,681.48",Address on File,106
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$15,071.86",Address on File,106
